Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-24 11:09:18,2018-05-24 11:09:22,3.156s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-24 11:09:22,2018-05-24 11:09:26,4.280s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-24 11:09:22,2018-05-24 11:09:22,0.001s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-24 11:09:22,2018-05-24 11:09:23,0.937s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-24 11:09:23,2018-05-24 11:09:26,3.162s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-24 11:09:26,2018-05-24 11:09:30,3.884s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-24 11:09:26,2018-05-24 11:09:26,0.001s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-24 11:09:26,2018-05-24 11:09:27,0.908s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-24 11:09:27,2018-05-24 11:09:30,2.788s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Close Browser,Chrome 66.0.3359.139,,2018-05-24 11:09:30,2018-05-24 11:09:31,1.425s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-24 11:09:30,2018-05-24 11:09:31,1.027s,PASSED
