Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BoldKey Login Page,Chrome 66.0.3359.139,,2018-05-23 11:48:48,2018-05-23 11:49:59,1m - 10.882s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Positive Case/Login Success - Button,Chrome 66.0.3359.139,,2018-05-23 11:48:49,2018-05-23 11:49:21,32.299s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 11:48:49,2018-05-23 11:49:12,22.697s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 11:49:12,2018-05-23 11:49:13,1.083s,PASSED
waitForElementVisible,Chrome 66.0.3359.139,,2018-05-23 11:49:13,2018-05-23 11:49:19,5.840s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 11:49:19,2018-05-23 11:49:21,1.998s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-23 11:49:21,2018-05-23 11:49:25,3.914s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 11:49:22,2018-05-23 11:49:22,0.001s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 11:49:22,2018-05-23 11:49:22,0.811s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-23 11:49:22,2018-05-23 11:49:25,2.450s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-23 11:49:25,2018-05-23 11:49:29,3.879s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 11:49:25,2018-05-23 11:49:25,0.002s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 11:49:25,2018-05-23 11:49:26,0.787s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-23 11:49:26,2018-05-23 11:49:29,2.908s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-23 11:49:29,2018-05-23 11:49:32,3.232s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 11:49:29,2018-05-23 11:49:29,0.002s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 11:49:29,2018-05-23 11:49:30,0.713s,PASSED
