Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BoldKey Login Page,Chrome 66.0.3359.139,,2018-05-21 18:25:07,2018-05-21 18:25:47,39.863s,FAILED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-21 18:25:09,2018-05-21 18:25:37,27.928s,FAILED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-21 18:25:10,2018-05-21 18:25:33,23.204s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-21 18:25:33,2018-05-21 18:25:35,1.110s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-21 18:25:35,2018-05-21 18:25:35,0.696s,PASSED
Statement - verifyUsername = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/BoldKey Login/Page_BOLD.Key - Login - BUTTON/input_txtusername)),Chrome 66.0.3359.139,,2018-05-21 18:25:35,2018-05-21 18:25:35,0.186s,PASSED
Statement - verifyPassword = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/BoldKey Login/Page_BOLD.Key - Login - BUTTON/input_txtpassword)),Chrome 66.0.3359.139,,2018-05-21 18:25:35,2018-05-21 18:25:36,0.114s,PASSED
click,Chrome 66.0.3359.139,,2018-05-21 18:25:36,2018-05-21 18:25:36,0.466s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-21 18:25:36,2018-05-21 18:25:37,0.692s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-21 18:25:37,2018-05-21 18:25:39,1.912s,FAILED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-21 18:25:37,2018-05-21 18:25:37,0.001s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-21 18:25:37,2018-05-21 18:25:38,0.680s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-21 18:25:38,2018-05-21 18:25:38,0.444s,PASSED
Statement - verifyUsername = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/BoldKey Login/Page_BOLD.Key - Login - BUTTON/input_txtusername)),Chrome 66.0.3359.139,,2018-05-21 18:25:38,2018-05-21 18:25:38,0.081s,PASSED
Statement - verifyPassword = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/BoldKey Login/Page_BOLD.Key - Login - BUTTON/input_txtpassword)),Chrome 66.0.3359.139,,2018-05-21 18:25:38,2018-05-21 18:25:38,0.081s,PASSED
click,Chrome 66.0.3359.139,,2018-05-21 18:25:38,2018-05-21 18:25:39,0.175s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-21 18:25:39,2018-05-21 18:25:39,0.202s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-21 18:25:39,2018-05-21 18:25:40,1.358s,FAILED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-21 18:25:39,2018-05-21 18:25:39,0.002s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-21 18:25:39,2018-05-21 18:25:39,0.338s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-21 18:25:39,2018-05-21 18:25:40,0.354s,PASSED
