Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Boldkey Activity Module,Chrome 67.0.3396.99,,2018-08-14 17:00:29,2018-08-14 17:01:15,45.643s,PASSED
,,,,,,
Test Cases/Boldkey Activity Module/Add Activity Page/Add new activity - Select consent,Chrome 67.0.3396.99,,2018-08-14 17:00:30,2018-08-14 17:01:06,35.815s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-08-14 17:00:31,2018-08-14 17:00:48,17.158s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-08-14 17:00:48,2018-08-14 17:00:51,3.475s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:00:51,2018-08-14 17:01:01,9.509s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:01,2018-08-14 17:01:01,0.623s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:01,2018-08-14 17:01:02,0.531s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:02,2018-08-14 17:01:02,0.409s,PASSED
delay,Chrome 67.0.3396.99,,2018-08-14 17:01:02,2018-08-14 17:01:04,2.002s,PASSED
"Statement - If (inputChannels.toLowerCase() == ""false"")",Chrome 67.0.3396.99,,2018-08-14 17:01:04,2018-08-14 17:01:04,0.002s,PASSED
"Statement - Else If (inputChannels.toLowerCase() == ""true"")",Chrome 67.0.3396.99,,2018-08-14 17:01:04,2018-08-14 17:01:05,0.202s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:05,2018-08-14 17:01:05,0.134s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:05,2018-08-14 17:01:06,1.123s,PASSED
,,,,,,
Test Cases/Boldkey Activity Module/Add Template Page/Add new template - All Steps,Chrome 67.0.3396.99,,2018-08-14 17:01:06,2018-08-14 17:01:11,5.136s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:06,2018-08-14 17:01:07,0.309s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:07,2018-08-14 17:01:07,0.508s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:07,2018-08-14 17:01:07,0.120s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:07,2018-08-14 17:01:08,0.910s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:08,2018-08-14 17:01:09,0.409s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:09,2018-08-14 17:01:09,0.418s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:09,2018-08-14 17:01:09,0.442s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:09,2018-08-14 17:01:10,0.462s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:10,2018-08-14 17:01:10,0.165s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:10,2018-08-14 17:01:11,0.871s,PASSED
,,,,,,
Test Cases/Boldkey Activity Module/Add Template Page/Add new template - Multiple,Chrome 67.0.3396.99,,2018-08-14 17:01:11,2018-08-14 17:01:15,4.093s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:11,2018-08-14 17:01:12,0.159s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:12,2018-08-14 17:01:12,0.448s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:12,2018-08-14 17:01:12,0.386s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:12,2018-08-14 17:01:13,0.227s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-14 17:01:13,2018-08-14 17:01:13,0.243s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:13,2018-08-14 17:01:13,0.134s,PASSED
click,Chrome 67.0.3396.99,,2018-08-14 17:01:13,2018-08-14 17:01:14,0.955s,PASSED
closeBrowser,Chrome 67.0.3396.99,,2018-08-14 17:01:14,2018-08-14 17:01:15,1.006s,PASSED
