Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BoldKey Login Page,Chrome 66.0.3359.139,,2018-05-18 17:54:08,2018-05-18 17:54:54,45.632s,FAILED
,,,,,,
Test Cases/Bold Key Login Page/Login Page - Enter,Chrome 66.0.3359.139,,2018-05-18 17:54:08,2018-05-18 17:54:26,17.527s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-18 17:54:09,2018-05-18 17:54:13,3.901s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-18 17:54:13,2018-05-18 17:54:26,12.563s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-18 17:54:26,2018-05-18 17:54:26,0.410s,FAILED
,,,,,,
Test Cases/Bold Key Login Page/Login Page - Button,Chrome 66.0.3359.139,Login by clicking login button.,2018-05-18 17:54:26,2018-05-18 17:54:54,27.571s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-18 17:54:26,2018-05-18 17:54:30,3.430s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-18 17:54:30,2018-05-18 17:54:41,11.209s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-18 17:54:41,2018-05-18 17:54:41,0.274s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-18 17:54:41,2018-05-18 17:54:42,0.244s,PASSED
click,Chrome 66.0.3359.139,,2018-05-18 17:54:42,2018-05-18 17:54:42,0.188s,PASSED
click,Chrome 66.0.3359.139,,2018-05-18 17:54:42,2018-05-18 17:54:52,10.222s,PASSED
click,Chrome 66.0.3359.139,,2018-05-18 17:54:52,2018-05-18 17:54:52,0.210s,PASSED
click,Chrome 66.0.3359.139,,2018-05-18 17:54:52,2018-05-18 17:54:53,0.644s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-18 17:54:53,2018-05-18 17:54:54,0.751s,PASSED
