Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BoldKey Login Page,Chrome 66.0.3359.139,,2018-05-23 16:11:29,2018-05-23 16:12:39,1m - 10.017s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Positive Case/Login Success - Button,Chrome 66.0.3359.139,,2018-05-23 16:11:29,2018-05-23 16:12:00,31.342s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 16:11:30,2018-05-23 16:11:45,15.256s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 16:11:45,2018-05-23 16:11:46,0.933s,PASSED
waitForElementVisible,Chrome 66.0.3359.139,,2018-05-23 16:11:46,2018-05-23 16:11:59,12.879s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 16:11:59,2018-05-23 16:12:00,1.570s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-23 16:12:01,2018-05-23 16:12:05,4.315s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 16:12:01,2018-05-23 16:12:01,0.001s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 16:12:01,2018-05-23 16:12:02,0.721s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-23 16:12:02,2018-05-23 16:12:05,2.905s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-23 16:12:05,2018-05-23 16:12:09,3.865s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 16:12:05,2018-05-23 16:12:05,0.001s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 16:12:05,2018-05-23 16:12:06,0.767s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-23 16:12:06,2018-05-23 16:12:09,2.932s,PASSED
,,,,,,
Test Cases/Bold Key Login Page/Negative Case/Login Fail - Button 1,Chrome 66.0.3359.139,,2018-05-23 16:12:09,2018-05-23 16:12:12,3.633s,PASSED
Statement - If (openBrowser == false),Chrome 66.0.3359.139,,2018-05-23 16:12:09,2018-05-23 16:12:09,0.001s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-23 16:12:09,2018-05-23 16:12:10,1.117s,PASSED
Statement - switch (data_expectedresult.toString()),Chrome 66.0.3359.139,,2018-05-23 16:12:10,2018-05-23 16:12:12,2.354s,PASSED
,,,,,,
